9402,326,129
9403,326,129
9404,326,129
9405,326,129
9406,458,142
9407,458,142
9408,458,142
9409,458,142
9410,458,142
9411,458,142
9412,458,142
9413,374,156
9414,374,156
9415,374,156
9416,374,156
9417,374,156
9418,374,156
9419,374,156
9420,374,156
9421,374,156
9422,374,156
9423,374,156
9424,374,156
9425,374,156
9426,374,156
9427,374,156
9428,374,156
9429,374,156
9430,374,156
9431,374,156
9432,374,156
9433,374,156
9434,374,156
9435,374,156
9436,374,156
9437,374,156
9438,374,156
9439,374,156
9443,397,124
9444,397,124
9445,397,124
9446,397,124
9447,397,124
9448,397,124
9449,397,124
9450,397,124
9451,397,124
9452,397,124
9453,397,124
9454,303,126
9455,303,126
9456,303,126
9457,303,126
9458,303,126
9459,303,126
9460,303,126
9461,303,126
9462,303,126
9463,303,126
9465,399,97
9466,399,97
9467,399,97
9468,399,97
9469,399,97
9470,399,97
9471,399,97
9472,399,97
9473,399,97
9474,399,97
9475,267,116
9476,267,116
9477,267,116
9478,267,116
9479,166,144
9480,166,144
9483,225,167
9484,225,167
9485,225,167
9486,225,167
9487,225,167
9488,225,167
9489,225,167
9490,225,167
9491,276,171
9492,276,171
9493,356,183
9494,356,183
9495,356,183
9496,356,183
9497,370,180
9498,370,180
9499,370,180
9500,370,180
9501,370,180
9502,370,180
9503,370,180
9504,370,180
9505,370,180
9506,370,180
9507,370,180
9508,370,180
9510,652,84
9511,652,84
9513,658,104
9514,658,104
9515,658,104
9516,658,104
9517,652,122
9520,651,126
9521,651,126
9522,651,126
9523,651,126
9524,651,126
9525,651,126
9526,638,163
9528,651,174
9529,651,174
9529,626,186
9530,626,186
9531,626,186
9532,626,186
9533,626,186
9534,626,186
9535,626,186
9536,626,186
9537,626,186
9538,626,186
9540,430,177
9541,430,177
9542,430,177
9543,430,177
9544,430,177
9545,430,177
9546,430,177
9547,430,177
9548,430,177
9549,430,177
9550,430,177
9551,430,177
9552,430,177
9553,430,177
9554,430,177
9555,430,177
9556,430,177
9557,430,177
9558,430,177
9561,451,191
9562,451,191
9563,451,191
9564,451,191
9567,468,195
9568,468,195
9569,468,195
9570,468,195
9571,468,195
9572,468,195
9573,468,195
9574,468,195
9576,708,183
9577,708,183
9578,708,183
9579,708,183
9580,708,183
9581,708,183
9582,708,183
9583,708,183
9583,716,197
9584,716,197
9586,725,190
9587,725,190
9590,261,238
9591,261,238
9592,261,238
9593,335,215
9594,335,215
9595,335,215
9596,335,215
9597,335,215
9598,335,215
9599,335,215
9600,335,215
9601,323,226
9602,323,226
9603,323,226
9604,323,226
9605,323,226
9606,323,226
9607,323,226
9608,323,226
9609,323,226
9610,319,181
9611,319,181
9612,319,181
9613,319,181
9614,319,181
9615,379,125
9616,379,125
9617,379,125
9618,379,125
9619,379,125
9620,379,125
9621,379,125
9622,379,125
9623,379,125
9628,258,187
9629,258,187
9630,258,187
9631,258,187
9632,258,187
9633,258,187
9634,258,187
9635,258,187
9636,258,187
9637,258,187
9638,170,269
9639,170,269
9640,170,269
9641,66,492
9642,66,492
9643,66,492
9644,66,492
9645,66,492
9646,66,492
9647,66,492
9648,66,492
9649,66,492
9650,66,492
9651,66,492
9652,66,492
9653,66,492
9654,66,492
9654,255,374
9655,255,374
9656,255,374
9657,217,213
9658,217,213
9659,217,213
9660,217,213
9661,217,213
9662,217,213
9663,217,213
9664,217,213
9665,217,213
9667,499,167
9668,499,167
9669,499,167
9670,499,167
9671,499,167
9672,499,167
9673,499,167
9674,499,167
9675,499,167
9676,499,167
9677,350,168
9678,350,168
9679,273,173
9680,273,173
9681,273,173
9682,273,173
9683,273,173
9684,273,173
9685,273,173
9686,273,173
9687,273,173
9688,273,173
9689,273,173
9690,273,173
9691,273,173
9692,273,173
9693,273,173
9694,273,173
9694,404,159
9695,404,159
9696,404,159
9697,404,159
9698,404,159
9699,404,159
9700,404,159
9701,404,159
9702,404,159
9703,404,159
9704,404,159
9705,404,159
9706,404,159
9707,404,159
9708,307,95
9709,307,95
9711,602,225
9712,602,225
9713,602,225
9714,602,225
9715,602,225
9716,602,225
9717,602,225
9718,602,225
9718,303,151
9719,303,151
9720,303,151
9723,150,203
9724,150,203
9725,150,203
9726,150,203
9727,150,203
9728,150,203
9729,150,203
9730,150,203
9731,150,203
9732,150,203
9733,365,151
9734,365,151
9737,546,38
9738,546,38
9739,535,59
9740,535,59
9741,535,59
9742,535,59
9745,511,91
9746,511,91
9747,511,91
9748,516,95
9749,516,95
9750,516,95
9751,516,95
9752,516,95
