9413,564.5,388.5,55,87,1.011807
9414,376.0,341.0,110,124,1.022259
9414,224.0,298.5,118,149,1.003668
9414,158.5,469.5,89,101,1.002514
9414,337.5,246.5,103,129,1.000522
9415,271.0,501.0,64,100,1.068
9415,625.0,192.0,68,108,1.063268
9415,214.5,308.5,67,85,1.054489
9415,364.0,164.0,96,108,1.038347
9415,514.5,202.5,73,91,1.023073
9415,703.0,488.5,68,85,1.018017
9416,617.5,195.5,73,115,1.051159
9416,582.5,61.0,193,216,1.036156
9416,188.5,170.0,63,100,1.030853
9416,356.0,220.5,78,123,1.022254
9416,241.0,300.5,68,107,1.014868
9417,240.5,304.5,127,159,1.117315
9417,249.0,169.5,180,203,1.03338
9417,351.5,150.0,67,76,1.032474
9417,607.0,195.5,72,115,1.013247
9417,350.0,221.5,68,107,1.011316
9417,571.5,65.5,207,231,1.007434
9417,508.5,428.5,55,87,1.002325
9418,240.0,163.0,136,154,1.089145
9418,680.5,488.5,63,79,1.058184
9418,340.0,221.5,68,107,1.042809
9418,666.5,198.0,63,100,1.034024
9418,226.0,441.5,180,203,1.033829
9418,452.5,401.5,89,101,1.013304
9418,344.5,156.5,63,71,1.005392
9419,480.0,159.0,68,76,1.06222
9419,657.0,198.0,64,100,1.026609
9419,193.0,165.5,72,91,1.023276
9419,336.5,156.5,63,71,1.013999
9419,583.0,94.5,136,153,1.013761
9419,493.5,487.0,103,116,1.008608
9419,592.5,198.0,63,100,1.004372
9419,236.5,167.5,157,177,1.000361
9420,231.5,287.0,67,76,1.040321
9420,654.5,95.5,167,189,1.030808
9420,193.0,161.0,72,82,1.025607
9420,236.5,167.5,157,177,1.021341
9420,478.0,161.0,72,82,1.010949
9420,394.0,176.0,84,132,1.009485
9420,328.5,156.5,63,71,1.007189
9421,188.5,163.0,67,84,1.149558
9421,339.5,401.5,89,101,1.068559
9421,471.5,159.0,67,76,1.034386
9421,634.5,77.5,137,153,1.011734
9421,352.5,164.5,63,71,1.005677
9422,180.0,163.0,68,84,1.235469
9422,321.5,501.0,73,82,1.063215
9422,343.0,450.0,68,76,1.032353
9422,174.5,417.0,73,116,1.027869
9422,223.0,163.0,136,154,1.019619
9422,459.5,165.5,73,91,1.001655
9423,180.0,163.0,68,84,1.097622
9423,459.5,151.5,73,81,1.030543
9423,209.0,358.0,238,298,1.006131
9424,176.5,168.5,63,79,1.127106
9424,221.0,413.5,146,165,1.069082
9424,626.0,304.0,68,76,1.047725
9424,454.0,153.0,84,94,1.027837
9424,209.0,358.0,238,298,1.017564
9424,411.5,153.0,83,94,1.008562
9424,448.5,237.5,73,115,1.007033
9424,468.0,497.5,68,107,1.003756
9425,411.5,153.0,83,94,1.105782
9425,334.5,510.0,67,76,1.010027
9425,171.5,180.0,67,84,1.009443
9425,188.5,407.0,67,76,1.008658
9425,221.0,413.5,146,165,1.003263
9426,168.5,176.5,63,79,1.067577
9426,487.5,174.0,111,124,1.063133
9426,407.5,152.5,89,101,1.023777
9426,192.5,384.5,255,319,1.001193
9427,163.0,180.0,68,84,1.04697
9427,401.0,153.0,84,94,1.039942
9427,604.5,201.5,59,93,1.021639
9427,608.5,300.5,63,71,1.000795
9428,229.5,376.5,73,91,1.061967
9428,229.5,501.0,73,82,1.052287
9428,170.0,188.0,64,100,1.04523
9428,401.0,153.0,84,94,1.009364
9429,394.0,152.5,78,87,1.100907
9429,152.5,176.5,63,79,1.057211
9429,226.5,497.5,77,87,1.014883
9429,326.0,351.5,136,153,1.010975
9430,206.0,467.0,96,108,1.087899
9430,197.0,167.5,156,177,1.033208
9430,420.0,493.0,68,76,1.028786
9430,306.0,438.0,84,94,1.017964
9431,340.0,231.5,68,107,1.079186
9431,312.5,271.0,73,82,1.023157
9431,390.5,153.0,83,94,1.006285
9432,285.0,442.5,84,133,1.063667
9432,384.5,152.5,89,101,1.054356
9432,212.0,503.0,84,132,1.035712
9432,311.5,194.5,207,233,1.020611
9432,152.5,168.5,63,79,1.018618
9432,141.5,278.5,59,93,1.009043
9433,334.0,232.0,78,124,1.043659
9434,384.5,152.5,89,101,1.006689
9435,576.5,292.5,63,71,1.081914
9435,313.5,321.0,119,134,1.072493
9435,322.5,232.0,79,124,1.041959
9435,388.0,152.0,96,108,1.018871
9436,128.5,372.5,63,71,1.065778
9436,347.5,235.5,59,93,1.028596
9436,164.5,172.5,55,87,1.004294
9437,164.5,180.5,55,87,1.027211
9437,322.5,243.5,79,123,1.017443
9437,165.0,285.0,146,164,1.01523
9437,344.5,164.5,63,71,1.008316
9438,338.5,235.5,59,93,1.069049
9438,171.5,214.5,137,153,1.057406
9438,568.5,292.5,63,71,1.047642
9438,416.5,268.5,63,71,1.021319
9438,272.5,344.0,103,116,1.007373
9438,132.5,364.5,55,87,1.003815
9439,480.0,94.5,136,153,1.02446
9439,566.0,287.0,68,76,1.000209
9440,546.0,115.0,96,108,1.04844
9440,172.5,180.5,55,87,1.029541
9441,404.5,140.5,55,87,1.145414
9441,192.5,175.5,89,101,1.010964
9442,404.5,140.5,55,87,1.051864
9442,291.5,163.0,137,154,1.00489
9443,320.5,492.5,63,71,1.052295
9443,285.0,264.0,146,232,1.020862
9443,404.5,140.5,55,87,1.005493
9444,396.5,140.5,55,87,1.069047
9444,369.0,480.5,96,153,1.016564
9444,467.5,117.0,207,232,1.003143
9445,396.5,140.5,55,87,1.204064
9445,493.5,193.0,59,94,1.085541
9445,415.5,136.0,103,116,1.025406
9445,308.5,460.5,55,87,1.013166
9446,396.5,140.5,55,87,1.151608
9447,396.5,132.5,55,87,1.114164
9448,396.5,132.5,55,87,1.174685
9448,181.0,232.0,90,100,1.00258
9448,206.0,437.5,136,153,1.001094
9449,396.5,132.5,55,87,1.164353
9449,294.0,271.5,180,225,1.004962
9449,190.0,174.0,84,94,1.004299
9450,396.5,124.5,55,87,1.131756
9450,171.5,502.0,67,76,1.012251
9450,294.0,271.5,180,225,1.011938
9451,396.5,124.5,55,87,1.212098
9451,289.5,142.0,63,100,1.04519
9451,188.5,167.0,67,76,1.034937
9452,396.5,132.5,55,87,1.181955
9452,193.0,170.0,72,82,1.077865
9452,285.5,246.0,137,216,1.012372
9452,544.5,276.5,63,71,1.012307
9452,565.0,501.0,64,100,1.010417
9453,398.5,133.0,59,94,1.183514
9453,193.0,170.0,72,82,1.040425
9453,209.0,425.0,110,124,1.016107
9453,418.0,132.5,110,125,1.000364
9454,398.5,133.0,59,94,1.174417
9454,397.0,272.0,96,152,1.030009
9455,399.5,133.0,63,100,1.170369
9455,200.5,164.5,63,71,1.061864
9455,463.0,97.0,118,134,1.009799
9455,303.0,443.0,96,108,1.002628
9456,407.5,133.0,59,94,1.040229
9456,515.5,188.0,111,124,1.020169
9456,126.5,523.0,83,94,1.017147
9456,222.0,448.0,68,108,1.007886
9456,467.5,84.0,103,116,1.005728
9456,416.5,224.5,127,159,1.005018
9457,381.5,381.0,63,100,1.131924
9457,407.5,133.0,59,94,1.104509
9457,332.5,227.0,73,116,1.078388
9457,436.5,268.5,55,87,1.072975
9457,429.0,223.0,136,170,1.006243
9457,433.0,127.0,118,134,1.002527
9457,480.5,84.0,103,116,1.001935
9457,206.0,79.0,96,108,1.000525
9458,407.5,124.5,59,93,1.107837
9458,429.0,223.0,136,170,1.063058
9458,463.0,379.0,78,88,1.040579
9458,311.5,246.5,207,233,1.023647
9458,433.0,127.0,118,134,1.019533
9458,300.5,501.5,73,115,1.001708
9459,407.5,124.5,59,93,1.129009
9459,432.0,118.5,110,125,1.027785
9459,429.0,296.0,68,76,1.019083
9459,429.0,223.0,136,170,1.015904
9459,480.5,168.5,181,285,1.001528
9459,317.0,296.0,68,76,1.000125
9460,202.0,258.0,96,152,1.064032
9460,354.5,212.0,77,88,1.039833
9460,409.0,123.0,68,108,1.031527
9460,362.0,411.0,110,124,1.028727
9460,312.5,232.5,111,175,1.023807
9460,432.5,224.5,127,159,1.012096
9460,468.5,364.5,55,87,1.010193
9461,411.5,116.0,67,76,1.139656
9461,340.0,133.0,72,82,1.037427
9461,542.0,379.0,78,88,1.029234
9461,432.0,118.5,110,125,1.026143
9462,411.5,116.0,67,76,1.191955
9462,468.5,372.5,55,87,1.031993
9462,428.5,76.5,55,87,1.03024
9462,340.0,133.0,72,82,1.015714
9462,381.5,398.5,59,93,1.013109
9462,402.5,396.0,103,116,1.010574
9462,427.5,170.0,63,100,1.009462
9462,543.0,379.0,90,100,1.004355
9462,473.5,90.5,111,125,1.003376
9463,409.0,113.5,68,107,1.098646
9463,553.5,484.5,59,93,1.058981
9464,406.5,121.5,73,115,1.094911
9464,174.5,446.0,73,82,1.08979
9464,285.0,128.5,72,91,1.067615
9464,433.0,300.5,78,87,1.034459
9464,390.5,407.5,59,93,1.011248
9464,334.5,167.0,67,76,1.00658
9464,459.5,248.5,73,115,1.00176
9465,280.5,128.5,63,79,1.220069
9465,409.0,123.0,68,108,1.219899
9465,473.5,90.5,111,125,1.034503
9465,440.5,248.5,111,175,1.028377
9466,409.0,123.0,68,108,1.251941
9466,280.5,120.5,63,79,1.095698
9466,441.0,239.0,146,182,1.060612
9466,537.0,333.5,78,123,1.012587
9467,406.5,121.5,73,115,1.157075
9467,280.5,120.5,63,79,1.111361
9467,441.0,239.0,146,182,1.072443
9467,480.5,84.0,103,116,1.037896
9467,296.0,369.5,168,189,1.006492
9468,406.5,121.5,73,115,1.136669
9468,299.5,230.0,97,152,1.034549
9468,443.5,266.0,137,216,1.017788
9468,463.0,97.0,118,134,1.005587
9469,404.0,113.0,78,88,1.168703
9469,423.5,266.0,137,216,1.045025
9469,473.5,90.5,111,125,1.036769
9470,399.0,113.5,68,107,1.246637
9470,272.5,116.5,63,71,1.127218
9470,432.5,264.0,147,232,1.051857
9470,473.5,90.5,111,125,1.036315
9470,48.5,260.5,63,71,1.009009
9471,404.5,106.0,73,82,1.265227
9471,274.5,116.0,67,76,1.148101
9471,220.5,202.0,293,330,1.03137
9471,594.0,491.0,96,108,1.030596
9472,401.0,100.0,84,94,1.24649
9472,272.5,116.5,63,71,1.101142
9472,473.5,90.5,111,125,1.035114
9472,139.0,125.5,222,249,1.020573
9472,220.5,202.0,293,330,1.003414
9473,404.5,106.0,73,82,1.306832
9473,441.0,220.5,146,183,1.096915
9473,458.5,407.5,59,93,1.053551
9473,274.5,116.0,67,76,1.051429
9473,536.5,480.5,97,153,1.050226
9473,299.5,244.0,97,152,1.039257
9473,235.5,330.0,59,94,1.01881
9473,467.5,84.0,103,116,1.006545
9474,403.0,107.0,68,76,1.191275
9474,441.0,220.5,146,183,1.101731
9474,98.5,423.5,77,97,1.055511
9474,473.5,90.5,111,125,1.047112
9474,275.5,115.0,73,82,1.032341
9474,321.5,170.0,73,82,1.025793
9474,402.5,110.0,103,116,1.020202
9475,404.0,103.5,78,87,1.174324
9475,275.5,106.0,73,82,1.104711
9475,452.5,316.5,55,87,1.067257
9475,518.5,295.5,59,93,1.05283
9475,566.0,487.5,68,107,1.045108
9475,463.0,224.0,118,148,1.016152
9475,148.0,406.0,84,94,1.016139
9475,137.5,232.5,83,105,1.003863
9476,407.5,107.5,89,101,1.274958
9476,266.0,123.0,78,88,1.051455
9476,384.5,424.5,89,101,1.015589
9476,512.0,340.0,78,88,1.012444
9476,542.0,364.5,78,97,1.012043
9476,534.0,91.0,96,108,1.00979
9476,304.5,428.5,63,71,1.00158
9477,411.5,111.0,83,94,1.253926
9477,549.0,480.0,84,94,1.026961
9477,292.0,409.0,90,142,1.014207
9477,455.0,289.5,64,101,1.011586
9477,174.5,165.5,73,91,1.006441
9477,276.0,113.0,78,88,1.006188
9477,480.0,77.5,136,153,1.001
9478,414.0,113.0,78,88,1.216775
9478,280.5,124.5,63,71,1.076344
9478,208.5,484.5,63,71,1.069449
9478,174.5,165.5,73,91,1.047624
9478,388.0,443.0,96,108,1.009996
9478,316.5,204.0,361,406,1.002182
9479,422.5,111.0,83,94,1.341122
9479,283.0,124.0,68,76,1.130338
9479,195.5,480.5,73,115,1.025319
9479,223.0,90.0,68,76,1.023886
9479,147.0,248.0,146,164,1.005999
9480,424.0,115.0,96,108,1.263174
9480,283.0,116.0,68,76,1.051726
9480,295.5,190.5,337,379,1.0178
9481,430.0,118.5,90,101,1.114103
9481,283.0,116.0,68,76,1.036937
9481,232.5,90.0,83,94,1.036072
9481,337.5,190.5,337,379,1.002708
9482,424.0,115.0,96,108,1.226449
9482,280.5,116.5,63,71,1.14796
9482,252.5,407.5,59,93,1.084343
9482,223.0,453.0,110,124,1.022019
9482,337.5,190.5,337,379,1.007634
9483,433.0,111.0,84,94,1.321551
9483,264.5,132.5,111,125,1.097433
9483,239.0,455.5,118,133,1.043497
9483,474.0,265.0,222,250,1.022285
9483,337.5,190.5,337,379,1.001859
9484,433.0,111.0,84,94,1.266481
9484,280.5,116.5,63,71,1.096993
9484,259.5,136.0,103,116,1.04288
9484,467.5,272.5,207,233,1.026127
9484,306.0,246.5,104,163,1.012197
9485,430.0,107.5,90,101,1.149537
9485,300.0,107.0,68,76,1.038161
9485,230.0,406.0,96,108,1.03104
9486,272.5,116.5,63,71,1.187092
9486,433.0,111.0,84,94,1.172691
9486,512.0,427.5,72,115,1.030673
9486,474.0,227.0,90,142,1.014306
9486,266.0,422.0,90,142,1.00411
9487,430.0,107.5,90,101,1.347532
9487,275.5,124.0,73,82,1.181556
9487,472.5,436.5,63,71,1.078631
9487,299.5,244.0,97,152,1.049303
9487,334.5,176.0,67,76,1.031174
9487,464.5,253.0,167,210,1.024283
9488,276.0,123.0,78,88,1.148861
9488,433.0,111.0,84,94,1.147843
9488,251.0,428.5,68,107,1.055123
9488,336.5,356.5,63,71,1.047209
9488,409.0,474.0,90,142,1.026267
9489,266.5,124.0,73,82,1.169389
9489,430.0,118.5,90,101,1.137413
9489,320.5,258.0,111,124,1.001654
9489,252.5,476.0,59,94,1.001609
9490,266.0,133.0,78,88,1.256556
9490,430.0,118.5,90,101,1.225509
9490,248.5,441.5,67,77,1.077474
9490,300.5,300.5,73,115,1.070965
9490,303.5,188.5,73,81,1.043172
9490,390.0,466.5,110,125,1.033431
9491,422.5,121.0,83,94,1.243406
9491,257.5,124.0,73,82,1.117687
9491,252.5,484.5,59,93,1.091163
9491,248.5,441.5,67,77,1.089681
9491,224.5,472.5,127,143,1.080768
9491,288.5,300.0,79,124,1.044066
9491,275.5,404.0,157,176,1.029617
9491,448.5,303.0,169,266,1.004123
9492,257.5,124.0,73,82,1.351885
9492,252.5,468.5,55,87,1.313155
9492,422.5,121.0,83,94,1.173245
9492,303.5,344.5,73,81,1.067775
9492,243.0,481.0,78,124,1.042721
9492,41.5,436.5,63,101,1.018834
9492,288.5,300.0,79,124,1.016527
9492,696.5,385.0,83,94,1.015237
9492,343.0,172.0,548,616,1.012726
9493,418.5,118.5,89,101,1.180642
9493,248.0,124.0,72,82,1.078147
9493,224.5,472.5,127,143,1.051332
9493,275.5,404.0,157,176,1.03803
9493,288.5,188.5,63,71,1.036798
9493,320.5,160.5,511,575,1.034706
9494,418.5,118.5,89,101,1.195071
9494,253.5,132.0,83,94,1.100237
9494,475.0,226.0,90,112,1.031673
9495,418.5,118.5,89,101,1.287092
9495,249.0,118.5,90,101,1.146758
9495,248.5,500.5,63,71,1.10088
9495,477.5,97.0,119,134,1.039343
9495,690.0,446.5,90,101,1.011269
9495,295.5,190.5,337,379,1.003654
9495,520.5,316.5,63,71,1.003303
9496,418.5,118.5,89,101,1.2586
9496,249.0,118.5,90,101,1.082548
9496,468.5,207.0,73,82,1.032777
9496,477.5,97.0,119,134,1.001598
9497,418.5,118.5,89,101,1.315289
9497,246.0,123.0,78,88,1.053434
9498,424.0,115.0,96,108,1.29548
9498,246.0,123.0,78,88,1.031494
9498,374.5,490.5,73,115,1.002477
9499,418.5,118.5,89,101,1.245999
9499,249.0,130.5,90,101,1.080309
9499,295.5,190.5,337,379,1.046543
9499,464.5,216.0,83,94,1.014953
9500,424.0,127.0,96,108,1.225602
9500,249.0,130.5,90,101,1.015559
9501,424.0,127.0,96,108,1.158207
9501,280.5,196.5,63,71,1.123866
9501,266.5,115.0,73,82,1.051252
9501,274.5,179.5,167,189,1.037257
9501,295.5,190.5,337,379,1.017494
9501,266.5,390.5,73,81,1.017479
9501,475.0,227.0,84,94,1.017214
9501,480.0,502.0,68,76,1.012417
9501,643.5,96.5,73,81,1.000577
9502,430.0,130.5,90,101,1.166831
9502,275.5,187.0,157,176,1.136536
9503,253.5,143.0,83,94,1.200729
9503,441.0,130.5,90,101,1.146677
9503,275.5,187.0,157,176,1.145856
9503,643.0,91.0,96,108,1.073868
9504,441.0,130.5,90,101,1.356738
9504,256.0,143.0,78,88,1.198951
9504,275.5,187.0,157,176,1.114767
9504,266.5,400.0,73,82,1.022748
9505,449.0,127.0,96,108,1.354904
9505,274.5,200.5,167,189,1.126159
9505,376.5,192.5,63,79,1.038913
9505,216.5,280.5,111,175,1.037146
9505,343.0,172.0,548,616,1.018348
9506,452.5,130.5,89,101,1.309818
9506,727.5,84.0,103,116,1.034376
9506,260.5,140.5,55,87,1.021542
9506,305.0,214.0,90,142,1.014271
9506,267.0,158.0,96,120,1.010635
9506,285.0,501.0,72,82,1.00073
9507,452.5,130.5,89,101,1.286843
9507,271.0,142.5,68,107,1.196024
9507,713.0,84.5,90,101,1.039607
9507,492.5,231.5,77,87,1.014665
9508,271.0,142.0,64,100,1.300456
9508,454.5,123.0,103,116,1.248012
9508,701.5,84.5,89,101,1.153491
9508,283.0,209.5,90,101,1.021373
9509,270.5,141.5,59,93,1.271422
9509,454.5,123.0,103,116,1.217104
9509,696.5,90.0,83,94,1.120547
9509,343.0,172.0,548,616,1.028969
9509,672.0,97.0,118,134,1.01825
9510,454.5,123.0,103,116,1.304492
9510,270.5,141.5,59,93,1.135777
9510,686.0,100.0,84,94,1.133489
9510,303.0,193.0,128,202,1.050684
9510,343.0,172.0,548,616,1.013637
9511,454.5,123.0,103,116,1.285088
9511,278.5,373.0,59,94,1.07977
9511,343.0,172.0,548,616,1.040688
9512,461.0,127.0,96,108,1.287614
9512,671.0,115.0,72,82,1.073299
9512,330.5,235.5,59,93,1.059949
9512,657.0,97.0,118,134,1.022618
9512,509.0,220.5,90,101,1.020262
9512,284.5,372.5,55,87,1.014724
9512,276.0,133.0,78,88,1.014209
9512,223.0,502.0,68,76,1.002002
9513,461.0,127.0,96,108,1.350037
9513,276.0,133.0,78,88,1.088822
9513,429.0,502.0,68,76,1.059909
9513,303.0,193.0,128,202,1.023331
9513,291.5,330.0,67,76,1.022313
9513,671.0,124.0,72,82,1.008523
9514,459.5,132.5,111,125,1.234198
9514,220.5,492.5,55,87,1.086894
9514,295.5,187.0,157,176,1.074304
9514,667.5,136.0,89,112,1.039153
9515,459.5,132.5,111,125,1.3041
9515,670.0,128.0,78,98,1.073285
9515,296.0,200.5,168,189,1.065078
9516,461.0,139.5,96,109,1.246531
9516,296.0,200.5,168,189,1.073699
9516,215.0,503.5,90,101,1.028395
9516,660.0,133.0,68,76,1.005537
9517,461.0,139.5,96,109,1.249868
9517,660.0,138.0,78,98,1.114601
9517,279.0,279.0,168,266,1.113736
9518,454.5,136.0,103,116,1.404104
9518,652.5,128.5,73,91,1.211778
9518,291.5,206.5,193,217,1.102616
9518,617.0,240.0,90,142,1.066976
9518,312.5,416.0,59,94,1.017286
9518,266.5,303.5,193,217,1.003668
9519,454.5,136.0,103,116,1.306596
9519,652.5,128.5,73,91,1.127903
9519,249.0,164.0,90,100,1.089727
9519,718.5,209.5,79,123,1.017397
9519,478.0,313.5,238,267,1.000123
9520,454.5,136.0,103,116,1.163428
9520,650.0,128.0,78,98,1.162491
9520,241.0,162.5,68,107,1.101145
9520,701.5,207.5,103,129,1.019234
9520,588.5,202.0,293,330,1.017925
9520,478.0,313.5,238,267,1.017379
9520,312.5,261.5,59,93,1.006942
9520,676.5,436.5,55,87,1.000244
9521,643.0,128.5,68,85,1.173764
9521,237.5,163.5,73,115,1.156545
9521,454.5,123.0,103,116,1.083284
9521,503.5,345.0,79,124,1.03608
9521,691.5,195.5,73,115,1.026874
9522,237.5,153.5,73,115,1.142156
9522,679.0,200.0,96,108,1.133906
9522,454.5,123.0,103,116,1.057497
9522,726.0,262.0,72,82,1.042845
9522,640.5,128.5,63,79,1.020437
9522,224.0,164.0,118,148,1.016126
9523,231.0,142.5,68,107,1.295772
9523,449.0,127.0,96,108,1.151502
9523,667.5,198.0,89,100,1.118524
9523,480.5,336.5,255,287,1.034303
9524,231.0,142.5,68,107,1.354194
9524,670.0,202.0,78,88,1.126776
9524,624.5,136.5,63,79,1.120335
9524,446.0,118.5,110,125,1.086613
9524,480.5,320.5,255,319,1.014253
9524,110.5,211.5,73,91,1.008016
9525,657.0,207.0,64,100,1.214068
9525,454.5,123.0,103,116,1.106711
9525,241.0,133.0,68,108,1.091474
9525,295.5,244.5,59,93,1.062514
9525,112.5,208.5,63,79,1.052342
9525,240.5,192.5,63,79,1.048983
9525,616.5,136.5,63,79,1.028534
9525,231.5,368.5,67,85,1.004591
9526,232.5,124.5,63,71,1.137614
9526,249.0,130.5,90,101,1.062734
9526,648.0,216.0,64,100,1.058471
9526,112.5,208.5,63,79,1.039414
9526,485.5,291.0,193,242,1.028337
9526,448.0,127.0,118,134,1.024342
9526,276.0,527.0,78,88,1.015142
9526,243.0,179.5,84,105,1.012245
9526,376.5,180.5,63,71,1.009376
9527,650.0,221.5,78,87,1.129519
9527,448.0,127.0,118,134,1.079815
9527,243.0,127.0,96,108,1.063557
9527,485.5,291.0,193,242,1.060621
9527,290.5,248.5,73,115,1.026199
9528,650.0,221.5,78,87,1.207002
9528,362.0,356.5,90,101,1.065497
9528,634.0,169.5,180,203,1.061812
9528,289.5,243.5,63,101,1.05391
9528,120.5,208.5,63,79,1.042493
9528,466.5,146.0,97,152,1.039176
9528,485.5,291.0,193,242,1.02918
9529,493.5,311.5,207,259,1.15746
9529,454.5,136.0,103,116,1.082387
9529,630.5,157.5,193,217,1.043016
9529,243.0,139.5,96,109,1.035725
9529,265.5,305.0,137,216,1.023006
9530,243.0,139.5,96,109,1.180633
9530,493.5,311.5,207,259,1.156174
9530,634.5,219.0,67,76,1.100719
9530,620.5,268.5,55,87,1.09005
9530,138.0,221.5,78,87,1.034485
9530,466.5,146.0,97,152,1.008953
9530,364.5,349.5,77,87,1.002278
9531,243.0,139.5,96,109,1.256735
9531,493.5,311.5,207,259,1.112011
9531,621.5,261.5,59,93,1.101857
9531,259.5,194.5,207,233,1.011215
9531,640.0,212.0,78,88,1.011174
9532,243.0,139.5,96,109,1.239578
9532,501.5,306.5,221,277,1.226065
9532,480.5,146.0,97,152,1.056877
9532,657.0,427.0,64,100,1.014686
9532,634.0,207.0,72,82,1.001843
9533,251.0,146.0,110,124,1.251882
9533,473.5,132.5,111,125,1.141046
9533,501.5,306.5,221,277,1.114078
9533,239.0,409.0,72,82,1.054226
9533,98.5,527.0,77,88,1.043572
9533,626.0,201.5,68,77,1.036011
9533,570.0,143.0,84,94,1.019239
9533,147.0,207.0,72,82,1.00991
9534,255.0,139.5,96,109,1.230535
9534,519.5,311.5,207,259,1.20405
9534,477.5,127.0,119,134,1.168906
9534,625.0,197.5,72,81,1.071287
9534,570.0,143.0,84,94,1.009904
9534,248.5,184.5,111,175,1.003257
9535,255.0,139.5,96,109,1.307418
9535,519.5,311.5,207,259,1.044727
9535,496.0,87.0,72,82,1.037633
9535,146.0,218.5,386,435,1.024437
9535,480.5,120.5,127,143,1.012922
9535,625.0,197.5,72,81,1.004678
9536,255.0,139.5,96,109,1.480268
9536,487.5,118.5,111,125,1.06719
9536,288.5,340.5,63,71,1.046221
9536,507.5,328.5,237,297,1.031548
9537,255.0,127.0,96,108,1.282654
9537,492.5,112.0,119,134,1.098862
9537,416.5,172.5,63,71,1.068685
9537,360.5,172.5,63,71,1.058096
9537,197.0,177.5,314,353,1.030222
9537,255.0,418.0,96,108,1.019955
9538,255.0,127.0,96,108,1.332618
9538,492.5,112.0,119,134,1.100566
9538,197.0,177.5,314,353,1.050384
9538,529.0,306.5,222,277,1.027146
9538,249.0,413.0,90,100,1.011498
9539,255.0,115.0,96,108,1.235269
9539,501.5,118.5,111,125,1.096629
9539,197.0,177.5,314,353,1.095044
9539,537.0,298.5,238,297,1.069296
9539,424.5,172.5,63,71,1.012703
9540,259.5,110.0,103,116,1.241359
9540,537.0,298.5,238,297,1.097619
9540,507.5,112.0,119,134,1.092562
9540,183.5,165.5,293,329,1.0857
9541,255.0,115.0,96,108,1.216363
9541,507.5,112.0,119,134,1.146944
9541,537.0,298.5,238,297,1.080691
9541,183.5,165.5,293,329,1.012451
9542,259.5,123.0,103,116,1.328884
9542,557.0,306.5,222,277,1.086249
9542,512.5,120.5,127,143,1.072292
9542,327.0,255.0,96,120,1.070882
9542,295.5,322.0,83,94,1.016141
9542,287.5,218.5,59,93,1.009403
9543,255.0,127.0,96,108,1.24001
9543,512.5,120.5,127,143,1.112959
