9504,412.0,157.0,40.0,40.0
9504,491.5,435.5,57.0,57.0
9505,676.0,404.0,42.0,42.0
9505,495.5,435.5,61.0,61.0
9505,277.5,537.5,59.0,59.0
9505,156.5,177.5,79.0,79.0
9505,372.5,108.5,87.0,87.0
9506,498.0,434.0,60.0,60.0
9506,163.0,177.0,74.0,74.0
9506,276.5,521.5,63.0,63.0
9506,284.0,152.0,68.0,68.0
9507,270.5,524.5,55.0,55.0
9507,277.0,151.0,72.0,72.0
9507,376.0,109.0,90.0,90.0
9508,716.5,248.5,35.0,35.0
9508,269.5,148.5,67.0,67.0
9508,500.5,432.5,65.0,65.0
9509,327.5,186.5,23.0,23.0
9509,501.5,432.5,59.0,59.0
9509,263.0,145.0,70.0,70.0
9510,131.0,177.0,34.0,34.0
9510,503.0,438.0,64.0,64.0
9510,423.5,132.5,69.0,69.0
9510,258.5,144.5,71.0,71.0
9510,578.5,205.5,191.0,191.0
9511,664.0,339.0,76.0,76.0
9511,573.5,210.5,185.0,185.0
9512,576.0,213.0,198.0,198.0
9513,204.5,212.5,33.0,33.0
9513,578.0,218.0,212.0,212.0
9514,578.5,218.5,217.0,217.0
9515,577.0,222.0,208.0,208.0
9516,572.5,220.5,193.0,193.0
9517,422.5,518.5,49.0,49.0
9517,577.5,220.5,203.0,203.0
9518,231.0,136.0,126.0,126.0
9519,227.5,174.5,71.0,71.0
9520,226.5,167.5,71.0,71.0
9521,22.0,295.0,42.0,42.0
9521,228.5,162.5,75.0,75.0
9522,235.5,155.5,77.0,77.0
9523,245.5,151.5,81.0,81.0
9523,408.5,140.5,87.0,87.0
9524,43.0,522.0,54.0,54.0
9524,255.0,147.0,78.0,78.0
9525,262.5,146.5,79.0,79.0
9525,410.0,142.0,84.0,84.0
9526,269.5,143.5,85.0,85.0
9527,292.5,190.5,29.0,29.0
9527,37.0,184.0,66.0,66.0
9527,271.5,143.5,85.0,85.0
9527,412.5,144.5,87.0,87.0
9528,297.5,189.5,29.0,29.0
9528,276.0,143.0,86.0,86.0
9529,304.0,190.0,34.0,34.0
9529,280.0,144.0,84.0,84.0
9529,348.0,403.0,76.0,76.0
9530,310.0,188.0,28.0,28.0
9530,393.5,188.5,43.0,43.0
9530,47.0,186.0,86.0,86.0
9531,316.0,185.0,30.0,30.0
9531,397.0,186.0,46.0,46.0
9531,47.0,185.0,84.0,84.0
9532,322.5,182.5,33.0,33.0
9532,396.0,183.0,48.0,48.0
9532,50.0,183.0,82.0,82.0
9533,673.5,355.5,21.0,21.0
9533,329.0,180.0,30.0,30.0
9533,52.5,184.5,89.0,89.0
9534,336.5,179.5,29.0,29.0
9534,57.0,184.0,90.0,90.0
9535,343.0,180.0,28.0,28.0
9535,59.0,184.0,86.0,86.0
9536,351.0,181.0,30.0,30.0
9536,64.0,184.0,80.0,80.0
9536,654.0,446.0,92.0,92.0
9537,358.5,182.5,29.0,29.0
9537,399.5,174.5,43.0,43.0
9537,71.5,182.5,71.0,71.0
9537,420.5,113.5,71.0,71.0
9538,366.5,184.5,29.0,29.0
9538,401.0,177.0,46.0,46.0
9539,375.0,186.0,28.0,28.0
9539,404.5,182.5,49.0,49.0
9540,383.5,186.5,33.0,33.0
9540,405.5,184.5,51.0,51.0
9540,430.0,113.0,76.0,76.0
9540,436.0,86.0,154.0,154.0
9541,409.5,188.5,47.0,47.0
9541,444.0,89.0,158.0,158.0
9543,417.5,191.5,47.0,47.0
9544,423.0,192.0,48.0,48.0
9548,273.0,149.0,96.0,96.0
9549,262.0,145.0,94.0,94.0
9550,250.5,143.5,97.0,97.0
9551,84.0,146.0,46.0,46.0
9551,242.0,139.0,96.0,96.0
9552,515.5,398.5,63.0,63.0
9552,243.0,141.0,92.0,92.0
9558,472.5,132.5,69.0,69.0
9558,671.5,183.5,81.0,81.0
9559,473.5,133.5,69.0,69.0
9560,476.5,133.5,69.0,69.0
9561,517.0,163.0,98.0,98.0
9563,565.0,438.0,40.0,40.0
9564,162.5,259.5,39.0,39.0
9567,641.0,187.0,46.0,46.0
9568,651.5,188.5,49.0,49.0
9568,20.5,280.5,39.0,39.0
9569,662.0,192.0,50.0,50.0
9569,557.0,369.0,40.0,40.0
9569,574.0,470.0,56.0,56.0
9570,670.5,189.5,51.0,51.0
9570,554.0,369.0,44.0,44.0
9571,677.5,188.5,49.0,49.0
9571,565.5,471.5,53.0,53.0
9572,683.0,184.0,50.0,50.0
9573,688.5,179.5,51.0,51.0
9574,691.0,175.0,50.0,50.0
9575,695.5,173.5,51.0,51.0
9576,699.0,172.0,52.0,52.0
9576,54.0,129.0,104.0,104.0
9577,703.0,172.0,52.0,52.0
9577,142.5,117.5,79.0,79.0
9578,707.0,174.0,52.0,52.0
9578,479.5,274.5,55.0,55.0
9578,62.0,136.0,104.0,104.0
9579,712.0,177.0,52.0,52.0
9579,252.5,241.5,57.0,57.0
9580,715.0,181.0,52.0,52.0
9580,255.5,241.5,53.0,53.0
9580,453.5,141.5,119.0,119.0
9580,132.5,117.5,127.0,127.0
9581,719.0,184.0,52.0,52.0
9581,255.5,241.5,55.0,55.0
9581,447.5,139.5,119.0,119.0
9582,723.5,186.5,53.0,53.0
9582,474.5,369.5,43.0,43.0
9582,259.5,240.5,55.0,55.0
9582,446.0,137.0,110.0,110.0
9582,156.0,143.0,140.0,140.0
9583,751.5,308.5,23.0,23.0
9583,383.5,410.5,33.0,33.0
9583,733.0,186.0,54.0,54.0
9583,267.0,240.0,58.0,58.0
9583,114.5,147.5,141.0,141.0
9583,449.5,136.5,119.0,119.0
9584,490.5,489.5,55.0,55.0
9584,79.0,154.0,136.0,136.0
9585,35.5,95.5,59.0,59.0
9585,477.5,138.5,131.0,131.0
9586,286.0,176.0,36.0,36.0
9586,509.0,137.0,134.0,134.0
9587,258.0,135.0,94.0,94.0
9587,546.0,137.0,138.0,138.0
9588,56.5,471.5,71.0,71.0
9588,594.5,134.5,131.0,131.0
9588,319.0,147.0,212.0,212.0
9589,30.0,296.0,38.0,38.0
9589,647.5,136.5,137.0,137.0
9590,425.0,138.0,100.0,100.0
9590,706.0,134.0,114.0,114.0
9591,489.0,137.0,92.0,92.0
9591,228.5,138.5,151.0,151.0
9592,107.0,387.0,58.0,58.0
9592,551.5,135.5,87.0,87.0
9592,246.5,140.5,149.0,149.0
9593,615.0,134.0,96.0,96.0
9594,283.5,168.5,119.0,119.0
9596,372.0,87.0,46.0,46.0
9596,458.0,449.0,118.0,118.0
9600,650.5,100.5,61.0,61.0
9602,47.0,285.0,54.0,54.0
9607,679.0,205.0,70.0,70.0
9607,259.0,283.0,62.0,62.0
9607,203.5,137.5,81.0,81.0
9608,237.0,139.0,90.0,90.0
9609,211.0,444.0,52.0,52.0
9609,271.0,141.0,90.0,90.0
9610,296.5,136.5,87.0,87.0
9611,323.0,138.0,82.0,82.0
9612,405.0,287.0,58.0,58.0
9612,343.0,137.0,84.0,84.0
9613,424.0,290.0,70.0,70.0
9613,362.0,136.0,84.0,84.0
9614,439.0,291.0,66.0,66.0
9614,375.5,135.5,81.0,81.0
9614,130.5,138.5,239.0,239.0
9615,95.0,546.0,24.0,24.0
9615,508.5,347.5,35.0,35.0
9615,450.0,291.0,74.0,74.0
9615,385.5,135.5,83.0,83.0
9616,35.0,141.0,42.0,42.0
9616,459.5,291.5,67.0,67.0
9616,393.5,133.5,85.0,85.0
9617,467.5,291.5,71.0,71.0
9617,404.0,132.0,88.0,88.0
9618,537.5,350.5,35.0,35.0
9618,476.0,292.0,72.0,72.0
9618,409.0,131.0,88.0,88.0
9618,157.5,143.5,249.0,249.0
9619,544.0,351.0,34.0,34.0
9619,483.5,292.5,67.0,67.0
9619,415.5,127.5,85.0,85.0
9619,148.5,143.5,255.0,255.0
9620,550.5,351.5,33.0,33.0
9620,421.0,127.0,90.0,90.0
9621,493.5,292.5,73.0,73.0
9621,426.0,125.0,88.0,88.0
9622,564.5,353.5,35.0,35.0
9622,430.0,125.0,92.0,92.0
9623,570.5,353.5,33.0,33.0
9623,435.0,123.0,98.0,98.0
9623,194.5,146.5,211.0,211.0
9624,579.5,355.5,37.0,37.0
9624,511.5,297.5,73.0,73.0
9624,438.5,121.5,91.0,91.0
9624,187.0,143.0,250.0,250.0
9625,584.5,355.5,35.0,35.0
9625,519.5,296.5,71.0,71.0
9625,445.5,119.5,99.0,99.0
9625,143.5,230.5,81.0,81.0
9626,523.0,300.0,78.0,78.0
9626,451.0,117.0,92.0,92.0
9626,206.0,147.0,228.0,228.0
9627,46.0,139.0,34.0,34.0
9627,527.5,303.5,69.0,69.0
9627,456.0,115.0,94.0,94.0
9627,202.0,143.0,238.0,238.0
9628,680.0,478.0,24.0,24.0
9628,533.0,306.0,74.0,74.0
9628,460.5,114.5,95.0,95.0
9629,537.5,309.5,67.0,67.0
9629,464.5,116.5,97.0,97.0
9630,541.0,313.0,72.0,72.0
9630,468.0,119.0,96.0,96.0
9631,271.0,216.0,28.0,28.0
9631,548.0,317.0,70.0,70.0
9631,469.0,122.0,96.0,96.0
9631,221.0,156.0,246.0,246.0
9632,472.0,124.0,96.0,96.0
9632,221.0,160.0,264.0,264.0
9633,625.0,387.0,34.0,34.0
9633,474.0,126.0,98.0,98.0
9634,477.0,129.0,96.0,96.0
9634,557.5,330.5,79.0,79.0
9635,581.5,433.5,21.0,21.0
9635,478.5,130.5,97.0,97.0
9635,225.0,171.0,266.0,266.0
9636,482.5,132.5,97.0,97.0
9636,566.0,337.0,84.0,84.0
9637,483.5,134.5,97.0,97.0
9637,568.0,340.0,84.0,84.0
9638,487.0,136.0,98.0,98.0
9639,167.0,382.0,26.0,26.0
9639,488.5,136.5,95.0,95.0
9639,573.5,346.5,83.0,83.0
9640,576.5,350.5,89.0,89.0
9640,492.5,137.5,103.0,103.0
9641,65.5,481.5,59.0,59.0
9641,578.5,352.5,87.0,87.0
9641,495.5,139.5,103.0,103.0
9642,138.0,193.0,54.0,54.0
9642,65.5,483.5,55.0,55.0
9642,579.0,355.0,88.0,88.0
9642,500.0,137.0,106.0,106.0
9643,736.5,512.5,33.0,33.0
9643,137.5,196.5,51.0,51.0
9643,63.5,489.5,57.0,57.0
9643,577.0,357.0,94.0,94.0
9643,502.5,136.5,111.0,111.0
9644,583.0,360.0,90.0,90.0
9644,503.0,134.0,110.0,110.0
9645,585.0,364.0,96.0,96.0
9645,507.5,129.5,109.0,109.0
9646,508.5,127.5,109.0,109.0
9646,585.0,366.0,106.0,106.0
9647,589.5,365.5,91.0,91.0
9647,511.0,125.0,112.0,112.0
9648,589.5,367.5,97.0,97.0
9648,510.5,126.5,113.0,113.0
9649,591.5,370.5,93.0,93.0
9649,510.5,129.5,111.0,111.0
9650,591.5,370.5,95.0,95.0
9650,509.0,131.0,112.0,112.0
9651,515.5,338.5,59.0,59.0
9651,591.5,372.5,103.0,103.0
9651,506.5,133.5,123.0,123.0
9652,556.0,270.0,30.0,30.0
9652,593.0,375.0,98.0,98.0
9652,504.5,134.5,121.0,121.0
9653,296.0,350.0,76.0,76.0
9653,502.0,137.0,116.0,116.0
9653,595.5,376.5,95.0,95.0
9654,294.0,354.0,76.0,76.0
9654,498.0,138.0,120.0,120.0
9654,596.0,378.0,108.0,108.0
9655,495.0,139.0,118.0,118.0
9655,595.0,378.0,112.0,112.0
9656,491.5,142.5,115.0,115.0
9656,591.5,381.5,105.0,105.0
9657,747.5,469.5,33.0,33.0
9657,490.0,143.0,120.0,120.0
9657,594.0,382.0,108.0,108.0
9658,592.5,383.5,103.0,103.0
9658,486.5,145.5,121.0,121.0
9659,282.0,376.0,76.0,76.0
9659,484.5,146.5,123.0,123.0
9659,597.0,386.0,96.0,96.0
9660,504.5,354.5,63.0,63.0
9660,482.5,148.5,121.0,121.0
9660,590.5,387.5,105.0,105.0
9661,502.5,355.5,67.0,67.0
9661,479.5,149.5,119.0,119.0
9661,587.5,388.5,109.0,109.0
9662,477.0,152.0,118.0,118.0
9662,589.0,392.0,126.0,126.0
9663,475.5,153.5,119.0,119.0
9663,590.0,390.0,108.0,108.0
9664,594.5,393.5,105.0,105.0
9664,473.5,157.5,123.0,123.0
9665,227.0,259.0,36.0,36.0
9665,471.5,159.5,125.0,125.0
9665,597.0,398.0,126.0,126.0
9666,171.5,332.5,111.0,111.0
9666,411.0,158.0,216.0,216.0
9667,190.0,335.0,132.0,132.0
9667,430.5,158.5,217.0,217.0
9668,444.5,159.5,211.0,211.0
9668,219.5,332.5,169.0,169.0
9669,159.5,178.5,81.0,81.0
9669,454.0,162.0,216.0,216.0
9670,158.0,369.0,36.0,36.0
9670,169.0,178.0,74.0,74.0
9670,113.5,353.5,75.0,75.0
9670,458.5,162.5,213.0,213.0
9671,460.5,163.5,215.0,215.0
9672,176.5,398.5,41.0,41.0
9672,459.0,163.0,212.0,212.0
9673,253.5,189.5,29.0,29.0
9673,194.0,186.0,94.0,94.0
9673,457.5,165.5,215.0,215.0
9674,148.5,392.5,49.0,49.0
9674,199.5,188.5,81.0,81.0
9674,455.0,166.0,218.0,218.0
9675,203.5,193.5,85.0,85.0
9675,449.5,165.5,215.0,215.0
9676,240.0,395.0,28.0,28.0
9676,208.0,199.0,84.0,84.0
9676,445.0,164.0,214.0,214.0
9677,211.0,202.0,88.0,88.0
9677,439.0,166.0,220.0,220.0
9678,215.5,204.5,99.0,99.0
9678,433.5,166.5,215.0,215.0
9679,219.0,201.0,94.0,94.0
9679,428.0,167.0,218.0,218.0
9680,225.5,200.5,99.0,99.0
9680,423.0,168.0,216.0,216.0
9681,235.5,199.5,109.0,109.0
9681,421.0,167.0,216.0,216.0
9682,247.5,198.5,105.0,105.0
9682,416.5,169.5,223.0,223.0
9683,262.0,198.0,108.0,108.0
9683,413.0,171.0,218.0,218.0
9684,275.5,197.5,107.0,107.0
9684,414.0,173.0,218.0,218.0
9685,225.5,547.5,35.0,35.0
9685,293.5,197.5,113.0,113.0
9685,407.0,172.0,208.0,208.0
9686,220.0,547.0,34.0,34.0
9686,312.5,196.5,113.0,113.0
9686,404.5,173.5,209.0,209.0
9687,401.0,178.0,216.0,216.0
9688,399.0,175.0,206.0,206.0
9689,398.5,176.5,203.0,203.0
9690,398.0,177.0,212.0,212.0
9691,397.0,177.0,198.0,198.0
9692,397.5,176.5,195.0,195.0
9692,145.5,217.5,169.0,169.0
9693,399.0,177.0,200.0,200.0
9694,398.0,177.0,198.0,198.0
9694,151.0,224.0,186.0,186.0
9695,400.0,177.0,202.0,202.0
9696,635.0,123.0,50.0,50.0
9696,403.0,180.0,210.0,210.0
9697,403.5,182.5,223.0,223.0
9698,404.5,183.5,223.0,223.0
9699,408.0,185.0,218.0,218.0
9700,406.5,184.5,219.0,219.0
9701,409.0,184.0,212.0,212.0
9702,410.0,184.0,214.0,214.0
9703,263.0,521.0,42.0,42.0
9703,411.0,185.0,218.0,218.0
9704,410.0,185.0,220.0,220.0
9705,412.5,183.5,215.0,215.0
9706,413.0,185.0,216.0,216.0
9707,414.0,184.0,220.0,220.0
9708,414.0,183.0,216.0,216.0
9709,416.5,182.5,215.0,215.0
9710,418.0,183.0,214.0,214.0
9711,421.0,184.0,218.0,218.0
9712,423.0,183.0,212.0,212.0
9713,623.5,401.5,111.0,111.0
9713,184.5,198.5,139.0,139.0
9713,490.5,150.5,145.0,145.0
9714,488.0,151.0,138.0,138.0
9714,178.5,198.5,145.0,145.0
9715,315.0,409.0,32.0,32.0
9715,118.5,428.5,95.0,95.0
9715,486.0,155.0,146.0,146.0
9716,618.0,406.0,118.0,118.0
9716,485.0,155.0,142.0,142.0
9717,622.0,407.0,116.0,116.0
9717,482.5,155.5,133.0,133.0
9718,622.0,405.0,116.0,116.0
9718,483.0,156.0,134.0,134.0
9718,161.0,200.0,146.0,146.0
9719,481.0,158.0,132.0,132.0
9719,626.0,408.0,120.0,120.0
9720,396.0,57.0,32.0,32.0
9720,480.5,159.5,127.0,127.0
9721,396.0,57.0,32.0,32.0
9721,479.5,160.5,123.0,123.0
9722,621.5,406.5,125.0,125.0
9722,475.0,162.0,128.0,128.0
9722,152.5,198.5,153.0,153.0
9723,399.0,56.0,38.0,38.0
9723,562.5,284.5,37.0,37.0
9723,473.5,161.5,139.0,139.0
9723,148.0,196.0,144.0,144.0
9725,144.5,196.5,155.0,155.0
9726,476.5,143.5,135.0,135.0
9726,142.0,195.0,158.0,158.0
9727,124.5,420.5,43.0,43.0
9727,474.5,137.5,127.0,127.0
9727,631.5,404.5,133.0,133.0
9727,145.5,196.5,155.0,155.0
9728,174.5,271.5,39.0,39.0
9728,475.0,132.0,118.0,118.0
9728,629.5,406.5,123.0,123.0
9729,471.0,125.0,118.0,118.0
9729,629.5,405.5,121.0,121.0
9729,147.5,194.5,149.0,149.0
9730,402.0,57.0,38.0,38.0
9730,469.5,121.5,113.0,113.0
9731,572.5,285.5,41.0,41.0
9731,634.0,407.0,120.0,120.0
9731,472.5,117.5,121.0,121.0
9732,470.5,116.5,101.0,101.0
9732,155.5,195.5,161.0,161.0
9733,639.5,407.5,117.0,117.0
9734,577.5,285.5,43.0,43.0
9734,138.5,418.5,43.0,43.0
9736,165.0,196.0,144.0,144.0
9737,408.5,56.5,35.0,35.0
9737,168.0,197.0,148.0,148.0
9738,170.0,196.0,136.0,136.0
9740,585.0,285.0,40.0,40.0
9741,481.5,110.5,65.0,65.0
9741,177.0,196.0,144.0,144.0
9742,180.0,198.0,144.0,144.0
9743,411.0,57.0,34.0,34.0
9743,182.5,199.5,139.0,139.0
9744,409.5,55.5,29.0,29.0
9744,184.0,199.0,144.0,144.0
9745,190.5,201.5,153.0,153.0
9746,193.0,199.0,142.0,142.0
9747,193.0,199.0,140.0,140.0
9748,481.0,112.0,76.0,76.0
9748,194.0,201.0,138.0,138.0
9748,486.0,112.0,150.0,150.0
9749,586.5,287.5,41.0,41.0
9749,481.0,114.0,84.0,84.0
9749,197.5,200.5,141.0,141.0
9749,485.5,109.5,163.0,163.0
9750,200.0,202.0,146.0,146.0
9750,485.5,111.5,157.0,157.0
9751,410.0,57.0,34.0,34.0
9751,480.5,113.5,73.0,73.0
9751,205.0,206.0,154.0,154.0
9751,486.0,110.0,158.0,158.0
9752,481.5,114.5,77.0,77.0
9752,206.0,206.0,144.0,144.0
9753,210.0,207.0,140.0,140.0
9753,486.0,110.0,158.0,158.0
9754,410.0,59.0,34.0,34.0
9754,212.0,211.0,152.0,152.0
9755,281.5,367.5,55.0,55.0
9755,418.5,183.5,73.0,73.0
9756,300.0,347.0,40.0,40.0
9756,418.0,181.0,78.0,78.0
9756,432.0,211.0,68.0,68.0
9757,306.0,346.0,34.0,34.0
9757,417.0,177.0,70.0,70.0
